Date,Filename,Title,Download_url,Source,CVE,MITRE_ID,YARA,Threat_actor,Threat_country,Motivation,First_seen,Victim_country,Zero-day,Attack_vector,Malware,Target_sector,Attack_start_date,Attack_end_date,Attack_duration
2016-04-15,Detecting-and-Responding-to-Pandas-and-Bears-Christopher-Scott-CrowdStrike-and-Wendi-Whitmore-IBM,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.04.15.pandas_and_bears/Detecting-and-Responding-to-Pandas-and-Bears-Christopher-Scott-CrowdStrike-and-Wendi-Whitmore-IBM.pdf,CrowdStrike,,,,eloquent panda,CN,,,,,Spear Phishing,,"Government and Defense Agencies, Corporations and Businesses, Financial Institutions, Energy and Utilities",,,
2016-04-18,between-hong-kong-and-burma,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.04.18.UP007/between-hong-kong-and-burma.pdf,Citizen Lab,,,,,,,,"CN, HK, MM, TH",,"Spear Phishing, Malicious Documents","UP007, SLServer, Trochilus RAT, Security-Patch-Update.exe, fzyy.exe, runas.exe, nvsvc.exe","Non-Governmental Organizations (NGOs) and Nonprofits, Individuals",,,
2016-04-21,teaching-an-old-rat-new-tricks,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.04.21.Teaching_an_old_RAT_new_tricks/teaching-an-old-rat-new-tricks.pdf,SentinelOne,,,,,,,,,FALSE,"Malicious Documents, Drive-by Download","RATs (Remote Access Trojans), SentinelOne EPP, Benchmark .NET DLL, PerfWatson.exe, System.Reflection.Assembly.Load(byte[])",,,,
2016-04-21,unit42-new-poison-ivy-rat-variant-targets-hong-kong-pro-democracy-activists,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.04.21.New_Poison_Ivy_RAT_Variant_Targets_Hong_Kong/unit42-new-poison-ivy-rat-variant-targets-hong-kong-pro-democracy-activists.pdf,Palo Alto,"CVE-2014-4114, CVE-2015-2545",,,apt18,CN,"Espionage, Information theft and espionage",2009,"HK, MM",FALSE,"Spear Phishing, Malicious Documents","Poison Ivy RAT, RasTls.exe, ssMUIDLL.dll, SPIVY","Media and Entertainment Companies, Education and Research Institutions, Non-Governmental Organizations (NGOs) and Nonprofits",,,
2016-04-21,TrendMicro_NetherlandsCyberAttack_Appendix(04-21-2016),Looking Into a Cyber-Attack Facilitator in the Netherlands (Appendix),https://app.box.com/s/1vjcdqrpcvtb5fqfehk3ehxj6qh8eaf0,Trend Micro,,,,apt28,RU,"Espionage, Information theft and espionage",2004,"AE, BG, EE, IT, KW, ME, NL, PL, QA, RU, SA, TR, US",FALSE,"Exploit Vulnerability, Spear Phishing, Phishing",,"Government and Defense Agencies, Corporations and Businesses",,,
2016-04-21,TrendMicro_NetherlandsCyberAttack(04-21-2016),Looking Into a Cyber-Attack Facilitator in the Netherlands,https://app.box.com/s/ub5txv2ky12s7kuuv7d1vzqvkympepaq,Trend Micro,,,,apt28,RU,"Espionage, Information theft and espionage",2004,"AE, BG, EG, GR, IL, ME, MY, PL, QA, RO, SA, TR, UA",,"Phishing, Spear Phishing, Exploit Vulnerability",,"Government and Defense Agencies, Financial Institutions",,,
2016-04-22,Cylance_The_Ghost_Dragon(04-22-2016),The Ghost Dragon,https://app.box.com/s/xr1ykgout1c9ho5rotpop09smkawg5me,Cylance,,,,ghost dragon,,,,"CN, RU",,Malicious Documents,"Gh0st RAT variant, Downloader",,,,
2016-04-25,BAESystems_SSA-Two-bytes-to-951m(04-25-2016),Two Bytes to $951M,https://app.box.com/s/49t6zpzjln2vvm2npdnzwtr0hkrxq37v,BAE Systems,,,,,,,,,FALSE,,"evtdiag.exe, evtsys.exe, nroff_b.exe, gpca.dat, SWIFT Alliance Access, Oracle Database, nroff.exe, Printer Command Language (PCL), HP LaserJet 400 M401",Financial Institutions,2016-02-04,2016-02-06,2.0
2016-04-26,Cyber warfare_ Iran opens a new front - FT,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.04.26.Iran_Opens_a_New_Front/Cyber%20warfare_%20Iran%20opens%20a%20new%20front%20-%20FT.pdf,Financial Times (FT),,,,rocket kitten,IR,"Espionage, Information theft and espionage",2011,"CA, IL, IR, KR, SA, US",,Spear Phishing,"Oyun, Custom-built malware","Government and Defense Agencies, Critical Infrastructure, Energy and Utilities",,,
2016-04-26,"New Poison Ivy Activity Targeting Myanmar, Asian Countries",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.04.26.New_Poison_Ivy_Activity_Targeting_Myanmar_Asian_Countries/New%20Poison%20Ivy%20Activity%20Targeting%20Myanmar%2C%20Asian%20Countries.pdf,Arbor Networks,,,,black peace,,,,MM,FALSE,,"PIVY, ActiveUpdate.dll, Active.dat, rundll32.exe, Win32/Korplug.I[F-I] variant.",Government and Defense Agencies,,,
2016-04-27,Freezer Paper around Free Meat - Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.04.27.Repackaging_Open_Source_BeEF/Freezer%20Paper%20around%20Free%20Meat%20-%20Securelist.pdf,Kaspersky,,,,newsbeef,IR,Espionage,,"BR, CN, DE, DZ, GB, IN, JP, KZ, RO, RU, TR, UA",,"Watering Hole, Exploit Vulnerability","Metasploit, PowerSploit, BeEF (Browser Exploitation Framework), Evercookie","Government and Defense Agencies, Corporations and Businesses, Education and Research Institutions, Media and Entertainment Companies",,,
2016-05-02,Fidelis_Turbo-Twist-Two-64-bit-Derusbi-Strains-Converge(May-2-16),Turbo Twist: Two 64-bit Derusbi Strains Converge,https://app.box.com/s/ex6wh2qsg1c29sob6f70x1q6eoe3v64w,Fidelis Cybersecurity,,,,sunshop group,CN,"Espionage, Information theft and espionage",2013,,,,"Derusbi, Bergard APT malware","Government and Defense Agencies, Corporations and Businesses, Healthcare, Media and Entertainment Companies",,,
2016-05-02,PaloAlto_PrinceofPersiaInfyMalware(05-02-2016),Prince of Persia: Infy Malware Active In Decade of Targeted Attacks,https://app.box.com/s/zkjmru7uknf1p90mqn81ycf867le78tn,Palo Alto,,,,,,,,"DK, IR",FALSE,"Spear Phishing, Malicious Documents, Social Engineering","Win32/Tuax.A, W32/ADOKOOB, Win32/Cloptern.A & B, TR/Graftor.106254, TR/Spy.Arpnatis.A, Win32/Skeeyah.A!bit, Infy, Maltego","Government and Defense Agencies, Corporations and Businesses, Individuals",,,
2016-05-02,goznym-malware,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.02.GOZNYM_MALWARE/goznym-malware.pdf,Team Cymru,,,,goznym,,,,,,"Phishing, Malicious Documents",GOZNYM,Financial Institutions,,,
2016-05-06,exploring-cve-2015-2545-and-its-users.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.06_Exploring_CVE-2015-2545/exploring-cve-2015-2545-and-its-users.html.pdf,PricewaterhouseCoopers,CVE-2015-2545,,,,,,,,TRUE,"Malicious Documents, Exploit Vulnerability",,"Education and Research Institutions, Government and Defense Agencies",,,
2016-05-06,PwC_Exploring_CVE-2015-2545(05-06-2016),Exploring CVE-2015-2545 and its users,https://app.box.com/s/g9pew9ajkp259c2t99mh4xspsev61hgm,PricewaterhouseCoopers,CVE-2015-2545,,,,,,,,TRUE,Malicious Documents,,,,,
2016-05-09,2016_005_001_454247,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.09_ICS_Threat_Analysis/2016_005_001_454247.pdf,Software Engineering Institute,"CVE-2012-1823, CVE-2012-2336, CVE-2013-5122, CVE-2014-6271",,,,,,,,FALSE,Exploit Vulnerability,Bookworm Trojan,Critical Infrastructure,,,
2016-05-10,tinyPOS_tinyloader,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.10.tinyPOS_tinyloader/tinyPOS_tinyloader.pdf,Trend Micro,"CVE-2016-0128, CVE-2016-2118",,,,,,,US,,Exploit Vulnerability,"TinyLoader, AbaddonPOS, TinyPOS, Locky Ransomware, DRIDEX, QAKBOT, BlackEnergy, KillDisk","Corporations and Businesses, Financial Institutions, Critical Infrastructure",,,
2016-05-10,tinypos-abaddonpos-ties-to-tinyloader,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.10.tinyPOS_tinyloader/tinypos-abaddonpos-ties-to-tinyloader.pdf,Trend Micro,,,,,,,,US,,,"TinyLoader, AbaddonPOS, TinyPOS, MalumPOS, RawPOS","Corporations and Businesses, Healthcare, Manufacturing, Education and Research Institutions, Government and Defense Agencies",,,
2016-05-17,Symantec_Indian-organizations-targeted-in-Suckfly-attacks(5-17-16),Indian organizations targeted in Suckfly attacks,https://app.box.com/s/nekeu5y0v2yk4rdwpuq8y1ahyyuaduen,Symantec,CVE-2014-6332,,,suckfly,CN,Information theft and espionage,2014,"IN, SA",FALSE,Exploit Vulnerability,"Nidiran back door, Custom dropper, Signed credential-dumping tool, Hacktools","Government and Defense Agencies, Corporations and Businesses, Financial Institutions, Healthcare",,,
2016-05-17,indian-organizations-targeted-suckfly-attacks,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.17.Indian_organizations_targeted_in_Suckfly_attacks/indian-organizations-targeted-suckfly-attacks.pdf,Symantec,CVE-2014-6332,,,suckfly,CN,Information theft and espionage,2014,"IN, SA",FALSE,Exploit Vulnerability,"Nidiran back door, dllhost.exe, iviewers.dll, msfled","Government and Defense Agencies, Corporations and Businesses, Financial Institutions, Healthcare",,,
2016-05-17,fox-it_mofang_threatreport_tlp-white,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.17.Mofang/fox-it_mofang_threatreport_tlp-white.pdf,fox-it,,,"rule shimratreporter\n{\n meta:\n  description = ""Detects ShimRatReporter""\n  author = ""Yonathan Klijnsma (yonathan.klijnsma@fox-it.com)""\n  date = ""20/11/2015""\n strings:\n  $IpInfo = ""IP-INFO""\n  $NetworkInfo = ""Network-INFO""\n  $OsInfo = ""OS-INFO""\n  $ProcessInfo = ""Process-INFO""\n  $BrowserInfo = ""Browser-INFO""\n  $QueryUserInfo = ""QueryUser-INFO""\n  $UsersInfo = ""Users-INFO""\n  $SoftwareInfo = ""Software-INFO""\n  $AddressFormat = ""%02X-%02X-%02X-%02X-%02X-%02X""\n  $proxy_str = ""(from environment) = %s""\n  $netuserfun = ""NetUserEnum""\n  $networkparams = ""GetNetworkParams""\n condition:\n  all of them\n}, rule shimrat\n{\n meta:\n  description = ""Detects ShimRat and the ShimRat loader""\n  author = ""Yonathan Klijnsma (yonathan.klijnsma@fox-it.com)""\n  date = ""20/11/2015""\n  \n strings:\n  $dll = ""\n.dll""\n  $dat = ""\n.dat""\n  $headersig = ""QWERTYUIOPLKJHG""\n  $datasig = ""MNBVCXZLKJHGFDS""\n  $datamarker1 = ""Data$$00""\n  $datamarker2 = ""Data$$01%c%sData""\n  $cmdlineformat = ""ping localhost -n 9 /c %s > nul""\n  $demoproject_keyword1 = ""Demo""\n  $demoproject_keyword2 = ""Win32App""\n  $comspec = ""COMSPEC""\n  $shim_func1 = ""ShimMain""\n  $shim_func2 = ""NotifyShims""\n  $shim_func3 = ""GetHookAPIs""\n condition:\n  ($dll and $dat and $headersig and $datasig) or ($datamarker1 and $datamarker2) or \n($cmdlineformat and $demoproject_keyword1 and $demoproject_keyword2 and $comspec) or ($dll \nand $dat and $shim_func1 and $shim_func2 and $shim_func3)\n}",mofang,CN,Espionage,,"CA, DE, IN, KR, MM, SG, US",FALSE,"Spear Phishing, Social Engineering","ShimRat, ShimRatReporter","Government and Defense Agencies, Corporations and Businesses, Critical Infrastructure, Manufacturing",,,
2016-05-17,ESET_Operation-Groundbait(5-17-16),Operation Groundbait:Analysis of a surveillance toolkit,https://app.box.com/s/hq5t0xjxxbkeulf942ufeiyf3k4zq9b6,ESET,,,,,,,,"BE, RU, TJ, UA",FALSE,"Spear Phishing, Malicious Documents","Prikormka, Win32/Prikormka, Win64/Prikormka",Government and Defense Agencies,,,
2016-05-22,targeted_attacksaga.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.22.Targeted_Attacks_Against_Banks_in_Middle_East/targeted_attacksaga.html.pdf,FireEye,,,,,,,,,FALSE,"Spear Phishing, Malicious Documents",,Financial Institutions,,,
2016-05-22,operation-ke3chang-resurfaces-with-new-tidepool-malware,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.22.Operation_Ke3chang_Resurfaces_With_New_TidePool_Malware/operation-ke3chang-resurfaces-with-new-tidepool-malware.pdf,Palo Alto,CVE-2015-2545,,,ke3chang,CN,"Espionage, Information theft and espionage",2010,IN,FALSE,"Spear Phishing, Exploit Vulnerability, Malicious Documents","TidePool, Danti Downloader, BS2005",Government and Defense Agencies,,,
2016-05-23,GovCERTch_Report_Ruag_Espionage_Case(5-23-16),APT Case RUAG Technical Report,https://app.box.com/s/rabwkf8pmoxndj0n0nlktvc2eti2381k,GovCERT.ch,,,,turla,RU,"Espionage, Information theft and espionage",1996,,,"Watering Hole, Spear Phishing, Social Engineering, Exploit Vulnerability",Turla family,"Government and Defense Agencies, Corporations and Businesses",,,
2016-05-23,APT Case RUAG - Technical Report,,https://www.govcert.ch/downloads/whitepapers/Report_Ruag-Espionage-Case.pdf,MELANI GovCERT,,,,,,,,,,,,"Critical Infrastructure, Government and Defense Agencies",,,
2016-05-24,PaloAlto_New- Wekby-Attacks-Use- DNS-Requests- As- Command-and- Control- Mechanism(5-24-16),New Wekby Attacks Use DNS Requests As Command and Control Mechanism,https://app.box.com/s/5dcx9g1lrt3m9y2wgmxpyiv4malmdnpp,Palo Alto,,,,wekby,CN,"Espionage, Information theft and espionage",2009,,,Exploit Vulnerability,"pisloader, HTTPBrowser","Healthcare, Critical Infrastructure, Manufacturing, Government and Defense Agencies, Cloud/IoT Services",,,
2016-05-25,Kaspersky_CVE-2015-2545_overview-of-current-threats(5-25-16),CVE-2015-2545: overview of current threats,https://app.box.com/s/ztb6a52hkbenfurrecc3jifk9b67ie79,Kaspersky,"CVE-2015-1701, CVE-2015-2545",,,danti,,,,"IN, KG, KZ, TJ, TM, UZ",TRUE,"Spear Phishing, Malicious Documents, Exploit Vulnerability","PoisonIvy, Danti Trojans",Government and Defense Agencies,,,
2016-05-26,Symantec_SWIFT-malware-linked-financial-attacks(05-26-2016),SWIFT attackers' malware linked to more financial attacks,https://app.box.com/s/hg658zohnowfcj62ofyt4av99xucdq0q,Symantec,,,,lazarus group,KP,"Information theft and espionage, Espionage, Sabotage and destruction, Sabotage, Financial crime",2014,"EC, KR, US",,,"Backdoor.Fimlis, Backdoor.Fimlis.B, Backdoor.Contopee, Trojan.Banswift, msoutc.exe, Backdoor.Destover","Financial Institutions, Media and Entertainment Companies",,,
2016-05-26,the-oilrig-campaign-attacks-on-saudi-arabian-organizations-deliver-helminth-backdoor,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.26.OilRig_Campaign/the-oilrig-campaign-attacks-on-saudi-arabian-organizations-deliver-helminth-backdoor.pdf,Palo Alto,CVE-2015-7547,,,,,,,SA,FALSE,"Spear Phishing, Social Engineering, Malicious Documents","Helminth, Clayslide, VBScript, PowerShell","Financial Institutions, Corporations and Businesses, Government and Defense Agencies",,,
2016-05-27,ixeshe-derivative-iheate-targets-users-america,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.05.27.IXESHE_Derivative_IHEATE_Targets_Users_in_America/ixeshe-derivative-iheate-targets-users-america.pdf,Trend Micro,,,,,,,,"DE, US",,Malicious Documents,"IHEATE, IXESHE","Corporations and Businesses, Government and Defense Agencies, Media and Entertainment Companies",,,
2016-05-27,TrendMicro_IXESHE_IHEATE(05-27-2016),IXESHE Derivative IHEATE Targets Users in America,https://app.box.com/s/8glps1qnq0glc2c2b2wsmeb4019f9wpd,Trend Micro,,,,,,,,"DE, US",FALSE,Malicious Documents,BKDR_IHEATE,"Government and Defense Agencies, Corporations and Businesses, Manufacturing, Media and Entertainment Companies",,,
2016-05-29,CitizenLab-Stealth_Falcon(05-29-2016),Stealth Falcon,https://app.box.com/s/is08b06f6fj6a9z6wymf4u5y5xjm6opr,Citizen Lab,,,,stealth falcon,AE,"Espionage, Information theft and espionage",2012,AE,,"Social Engineering, Spear Phishing","QuasarRAT, OracleJavaUpdater.ps1","Non-Governmental Organizations (NGOs) and Nonprofits, Individuals, Media and Entertainment Companies",2015-11-15,2016-05-15,182.0
2016-06-02,Suckfly APT,,https://exchange.xforce.ibmcloud.com/collection/Suckfly-APT-aa8af56fd12d25c98fc49ca5341160ab,IBM Security,,,,,,,,,,,,,,,
2016-06-02,fastPOS-quick-and-easy-credit-card-theft (1),,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.02.fastpos-quick-and-easy-credit-card-theft/fastPOS-quick-and-easy-credit-card-theft%20%281%29.pdf,Trend Micro,,,"rule PoS_Malware_fastpos : FastPOS \n{ \nmeta: \n        author = ""Trend Micro, Inc."" \n        date = ""2016-05-18"" \n        description = ""Used to detect FastPOS keyloggger + scraper"" \n        sample_filetype = ""exe"" \nstrings: \n        $string1 = ""uniqyeidclaxemain"" \n        $string2 = ""http://%s/cdosys.php"" \n        $string3 = ""SOFTWARE\\\\Microsoft\\\\Windows NT\\\\CurrentVersion"" \n        $string4 = ""\\\\The Hook\\\\Release\\\\The Hook.pdb"" nocase         \ncondition:         \n        all of ($string*) \n}",,,,,"BR, FR, GB, JP, KR, PH, US",FALSE,"Watering Hole, Credential Reuse","FastPOS, TSPY_FASTPOS.SMZTDA","Corporations and Businesses, Critical Infrastructure",2015-09-27,2016-03-13,168.0
2016-06-02,FireEye_IRONGATE_ICS(06-02-2016),IRONGATE ICS Malware: Nothing to See Here...Masking Malicious Activity on SCADA Systems,https://app.box.com/s/6s871m2xa63x4ru8glto9crcv6kk8jor,FireEye,,,,,,,,,FALSE,,"IRONGATE, NirSoft NetResView version 1.27, PyInstaller, Siemens PLCSIM, S7ProSim",Critical Infrastructure,,,
2016-06-03,Fireeye_Spear-Phishing-Indian-Government-Officials(06-03-2016),Apt Group Sends Spear Phishing Emails To Indian Government Officials,https://app.box.com/s/5hn3fparz8n2bmjpwzvxbds7gcnb7kum,FireEye,CVE-2012-0158,,,transparent tribe,PK,Information theft and espionage,2013,IN,FALSE,"Spear Phishing, Malicious Documents","Breach Remote Administration Tool (BreachRAT), DarkComet, NJRAT",Government and Defense Agencies,2016-02-15,2016-05-18,93.0
2016-06-04,CrowdStrike_BearsintheMidst_DNC(06-04-2016),Bears in the Midst: Intrusion into the Democratic National Committee,https://app.box.com/s/x5sz7dw4as54b1rif3mdtqwzzj2aek68,CrowdStrike,,,,"apt29, apt28",RU; RU,"Espionage, Information theft and espionage; Espionage, Information theft and espionage",2008; 2004,"BR, CA, CN, GE, IR, JP, KG, KR, KZ, MX, MY, NZ, TJ, TM, TR, US, UZ",,Spear Phishing,"MimiKatz, X-Agent, X-Tunnel, RemCOM, wevtutil, MiniDionis, SeaDaddy, py2exe, Powershell backdoor, Windows Management Instrumentation (WMI)","Government and Defense Agencies, Corporations and Businesses, Financial Institutions, Energy and Utilities, Manufacturing, Education and Research Institutions, Media and Entertainment Companies",,,
2016-06-09,Microsoft_DUBNIUM(06-09-2016),Reverse-engineering DUBNIUM,https://app.box.com/s/f0xelxxs6ey9nms9fox1uugy8nuof40t,Microsoft,,,,dubnium,KR,"Espionage, Information theft and espionage",2007,CN,TRUE,"Spear Phishing, Social Engineering, Exploit Vulnerability","DUBNIUM, VMware, Virtualbox, Cuckoo Sandbox, PIN tool, DynamoRIO",,,,
2016-06-09,Operation-DustySky2_-6.2016_TLP_White,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.09.Operation_DustySky_II/Operation-DustySky2_-6.2016_TLP_White.pdf,C. S. Consultings Ltd,,,,,,,,"AE, EG, IL, PS, SA, US",FALSE,"Spear Phishing, Social Engineering, Malicious Documents","DustySky, Poison ivy, Nano Core, XtremeRAT, DarkComet, Spy-Net","Government and Defense Agencies, Corporations and Businesses, Education and Research Institutions, Individuals",2016-04-15,2016-04-23,8.0
2016-06-14,PaloAlto_SofacyUSGov(06-14-2016),New Sofacy Attacks Against US Government Agency,https://app.box.com/s/49rs6u4cyq43khamdah90y9zyacjzmbr,Palo Alto,CVE-2015-1641,,,apt28,RU,"Espionage, Information theft and espionage",2004,"GE, PL, US",,"Spear Phishing, Malicious Documents",,Government and Defense Agencies,,,
2016-06-16,bears-midst-intrusion-democratic-national-committee,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.16.DNC/bears-midst-intrusion-democratic-national-committee.pdf,CrowdStrike,,,,,,,,,,,,Government and Defense Agencies,,,
2016-06-16,Secureworks_TG-4127Clinton(06-16-2016),Threat Group-4127 Targets Hillary Clinton Presidential Campaign,https://app.box.com/s/uy6iv3fj7akwzrj9zq1gv403b35twaoy,SecureWorks,,,,apt28,RU,"Espionage, Information theft and espionage",2004,"RU, US",,Spear Phishing,,"Government and Defense Agencies, Individuals, Non-Governmental Organizations (NGOs) and Nonprofits",2016-03-15,2016-05-15,61.0
2016-06-17,Operation Daybreak,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.17.Operation_Daybreak/Operation%20Daybreak.pdf,Kaspersky,"CVE-2016-0147, CVE-2016-1010, CVE-2016-4117, CVE-2016-4171",,,scarcruft,KP,Information theft and espionage,2012,,TRUE,"Watering Hole, Spear Phishing","Adobe Flash Player exploit, Microsoft Internet Explorer exploit, CVE-2016-0147, CVE-2016-4117, HEUR:Exploit.SWF.Agent.gen, HEUR:Trojan.Win32.ScarCruft.gen, cfgifut.dll, cldbct.dll, cryptbase.dll, msfte.dll","Government and Defense Agencies, Corporations and Businesses, Media and Entertainment Companies, Individuals",2016-03-15,2016-06-15,92.0
2016-06-20,Microsoft_RE-DUBNIUM-FlashExploit(06-20-2016),Reverse-engineering DUBNIUM's Flash-targeting exploit,https://app.box.com/s/rsvvnrm7ct991olqsvbqrie614xt9f3b,Microsoft,"CVE-2013-5330, CVE-2014-0497, CVE-2015-8651",,,dubnium,KR,"Espionage, Information theft and espionage",2007,,TRUE,Exploit Vulnerability,,,,,
2016-06-20,Fireeye-rpt-china-espionage(06-20-2016),Red Line Drawn: China Recalculates Its Use Of Cyber Espionage,https://app.box.com/s/jdk38pbsyaa19vb91uffmprn9oz4a2vr,FireEye,,,,,,,,"AU, BR, CA, CH, CN, CO, DE, DK, EG, FR, GB, HK, IL, IN, IT, JP, KR, NL, NO, PH, SA, SE, SG, TN, TW",,Spear Phishing,,"Government and Defense Agencies, Corporations and Businesses, Healthcare",,,
2016-06-21,ESET-Visiting_The_Bear_Den(6-21-2016),Visiting The Bear Den A Journey in the Land of (Cyber-)Espionage,https://app.box.com/s/ifsplrz92ssuo3mhgwadkgoc19e5y56e,ESET,"CVE-2013-1347, CVE-2013-3897, CVE-2014-1510, CVE-2014-1511, CVE-2014-1776, CVE-2014-4076, CVE-2014-6332, CVE-2015-1701, CVE-2015-2387, CVE-2015-2424, CVE-2015-2590, CVE-2015-3043, CVE-2015-4902, CVE-2015-5119, CVE-2015-7645",,,apt28,RU,"Espionage, Information theft and espionage",2004,,TRUE,"Phishing, Drive-by Download",,"Government and Defense Agencies, Education and Research Institutions, Individuals",,,
2016-06-21,the-curious-case-of-an-unknown-trojan-targeting-german-speaking-users,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.21.Unknown_Trojan_Targeting_German_Speaking_Users/the-curious-case-of-an-unknown-trojan-targeting-german-speaking-users.pdf,Fortinet,,,,aleksandr,,,,"AT, DE",,Malicious Documents,"DELoader, Zeus",Financial Institutions,,,
2016-06-23,PaloAlto_TrackingElirksJapanSimilaritiesPreviousAttacks(06-23-2016),Tracking Elirks Variants in Japan: Similarities to Previous Attacks,https://app.box.com/s/ki60vxvdi2wzqrsrqik0yvg4sdwsbbal,Palo Alto,CVE-2011-0611,,,,,,,"JP, TW",FALSE,"Spear Phishing, Malicious Documents, Exploit Vulnerability","PlugX, Elirks, WildFire, PAN-DB, AutoFocus, FakeM","Government and Defense Agencies, Corporations and Businesses, Non-Governmental Organizations (NGOs) and Nonprofits",,,
2016-06-26,threat-update-nigerian-cybercriminals-target-high-impact-indian-industries-via-pony,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.26.Nigerian_Cybercriminals_Target_High_Impact_Industries_in_India/threat-update-nigerian-cybercriminals-target-high-impact-indian-industries-via-pony.pdf,Cylance,,,,,,,,IN,,"Spear Phishing, Malicious Documents","Pony Loader 2.2, Hawkeye, Zeus","Corporations and Businesses, Manufacturing",2015-10-15,2016-06-15,244.0
2016-06-26,the-state-of-the-esilelotus-blossom-campaign,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.26.The_State_of_the_ESILE_Lotus_Blossom_Campaign/the-state-of-the-esilelotus-blossom-campaign.pdf,Trend Micro,"CVE-2016-2776, CVE-2016-6662",,,,,,,,FALSE,"Spear Phishing, Malicious Documents",BKDR_ESILE,Government and Defense Agencies,,,
2016-06-28,20160628ac-ir_research,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.28.Attack_Tool_Investigation/20160628ac-ir_research.pdf,JPCERT,,,,,,,,,FALSE,,"PsExec, wmic, PowerShell, wmiexec.vbs, BeginX, winrm, winrs, BITS, PWDump7, PWDumpX, Quarks PwDump, Mimikatz, WCE, gsecdump, lslsass, Find-GPOPasswords.ps1, Mail PassView, WebBrowserPassView, Remote Desktop PassView, Htran, Fake wpad, MS14-058 Exploit, MS15-078 Exploit, SDB UAC Bypass, MS14-068 Exploit, ntdsutil, vssadmin, net user, net use, net share, icacls, sdelete, timestomp, csvde, ldifde, ds",,,,
2016-06-28,ref_researchers-disrupt-iranian-cyberespionage-campaign,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.28.prince-of-persia-game-over/ref_researchers-disrupt-iranian-cyberespionage-campaign.pdf,Palo Alto,,,,,,,,AU,,,"Infy, Infy M","Healthcare, Corporations and Businesses, Individuals",,,
2016-06-28,unit42-prince-of-persia-game-over,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.06.28.prince-of-persia-game-over/unit42-prince-of-persia-game-over.pdf,Kaspersky,,,,,,,,"CA, IR",,,"Macromedia v4, Kaspersky Labs, Avast, Trend Micro",,,,
2016-06-30,JPCERT_AsruexShortcutFiles(06-30-2016),Asruex: Malware Infecting through Shortcut Files,https://app.box.com/s/mxvgs6dx4kixjv5s29yc6m81kii8opbw,JPCERT,,,,darkhotel,KR,"Espionage, Information theft and espionage",2007,,,Spear Phishing,"Asruex, AdvProv.dll",Corporations and Businesses,,,
2016-07-01,ESET_targeting-Central-and-EasternEurope(07-01-2016),Espionage toolkit targeting Central and Eastern Europe uncovered,https://app.box.com/s/kmb22xnoniwxfkhsw8r3tkpo5rko0w1a,ESET,,,,,,,,,FALSE,"Phishing, Malicious Documents",SBDH toolkit,Government and Defense Agencies,,,
